# reading -> cuneiform codepoint, learned from lines where the codepoint
# count equals the sign count. Generated by programs/learn_signmap.py.
# reading	cuneiform	confidence	top_obs	total_obs	unicode_name
ALIM	𒄋	1.000	3	3	CUNEIFORM SIGN GIR3 TIMES A PLUS IGI
šeš	𒋀	1.000	3	3	CUNEIFORM SIGN SHESH
LUL	𒈜	1.000	3	3	CUNEIFORM SIGN LUL
búr	𒁔	1.000	3	3	CUNEIFORM SIGN BUR2
às	𒀸	1.000	3	3	CUNEIFORM SIGN ASH
ama	𒂼	1.000	3	3	CUNEIFORM SIGN GA2 TIMES AN
kin	𒆥	1.000	3	3	CUNEIFORM SIGN KIN
dù	𒆕	1.000	3	3	CUNEIFORM SIGN KAK
luḫ	𒈛	1.000	3	3	CUNEIFORM SIGN LUH
ša〉	𒊭	1.000	3	3	CUNEIFORM SIGN SHA
ERIN	𒂞	1.000	3	3	CUNEIFORM SIGN EREN
tir	𒌁	1.000	3	3	CUNEIFORM SIGN TIR
ḪUL	𒌨	0.667	2	3	CUNEIFORM SIGN UR
〈〈na〉〉	𒀜	0.333	1	3	CUNEIFORM SIGN AD
〈ga〉	𒂵	1.000	3	3	CUNEIFORM SIGN GA
×	𒊍	0.667	2	3	CUNEIFORM SIGN PIRIG TIMES ZA
GÍG	𒈪	1.000	3	3	CUNEIFORM SIGN MI
ÍLDAG	𒄟	1.000	3	3	CUNEIFORM SIGN GUD TIMES A PLUS KUR
LAḪTA	𒉴	1.000	3	3	CUNEIFORM SIGN NUNUZ AB2 TIMES LA
〈ku	𒂉	1.000	3	3	CUNEIFORM SIGN DUR2
ki〉	𒆠	1.000	3	3	CUNEIFORM SIGN KI
TAQ	𒋳	1.000	3	3	CUNEIFORM SIGN TAG
suₓ	𒋗	1.000	3	3	CUNEIFORM SIGN SHU
gal₉	𒆗	1.000	3	3	CUNEIFORM SIGN KAL
È	𒌓	0.667	2	3	CUNEIFORM SIGN UD
šan	𒉓	1.000	3	3	CUNEIFORM SIGN NINDA2 TIMES AN
Pít	𒁁	1.000	3	3	CUNEIFORM SIGN BAD
〈〈ši〉〉	𒈠	0.333	1	3	CUNEIFORM SIGN MA
〈MUNUS〉	𒊩	1.000	3	3	CUNEIFORM SIGN SAL
GAR₅	𒈖	1.000	3	3	CUNEIFORM SIGN LU3
SI₁₇	𒅆	1.000	3	3	CUNEIFORM SIGN IGI
dar	𒁯	1.000	3	3	CUNEIFORM SIGN DAR
UQ	𒊌	1.000	3	3	CUNEIFORM SIGN PIRIG TIMES UD
wuu	𒊇	1.000	3	3	CUNEIFORM SIGN PI TIMES U
QU	𒄣	1.000	3	3	CUNEIFORM SIGN GUM
〈tal〉	𒊑	1.000	3	3	CUNEIFORM SIGN RI
ÍL	𒅍	1.000	3	3	CUNEIFORM SIGN IL2
〈mi〉	𒈪	1.000	3	3	CUNEIFORM SIGN MI
šarₓ	𒋓	1.000	3	3	CUNEIFORM SIGN SHIR
dáš	𒁹	1.000	3	3	CUNEIFORM SIGN DISH
gán	𒃷	1.000	3	3	CUNEIFORM SIGN GAN2
SIN	𒌍	1.000	3	3	CUNEIFORM SIGN U U U
gu₅	𒂉	1.000	3	3	CUNEIFORM SIGN DUR2
ṣal	𒉌	1.000	3	3	CUNEIFORM SIGN NI
LAGAB	𒆸	1.000	3	3	CUNEIFORM SIGN LAGAB
ṣir	𒈲	1.000	3	3	CUNEIFORM SIGN MUSH
GÌŠ	𒍑	1.000	3	3	CUNEIFORM SIGN USH
〈〈ŠA〉〉	𒅗	0.333	1	3	CUNEIFORM SIGN KA
〈ZA〉	𒍝	1.000	3	3	CUNEIFORM SIGN ZA
tíš	𒌨	1.000	3	3	CUNEIFORM SIGN UR
〈az〉	𒊍	1.000	3	3	CUNEIFORM SIGN PIRIG TIMES ZA
〈an	𒀭	1.000	3	3	CUNEIFORM SIGN AN
RÙ	𒀸	1.000	3	3	CUNEIFORM SIGN ASH
〈UB〉	𒌒	1.000	3	3	CUNEIFORM SIGN UB
waa	𒊀	1.000	3	3	CUNEIFORM SIGN PI TIMES A
eri	𒌷	1.000	3	3	CUNEIFORM SIGN URU
ui	𒊅	1.000	3	3	CUNEIFORM SIGN PI TIMES I
an?	𒀭	1.000	3	3	CUNEIFORM SIGN AN
i?	𒄿	1.000	3	3	CUNEIFORM SIGN I
MIM	𒊩	1.000	3	3	CUNEIFORM SIGN SAL
gìri	𒄊	1.000	3	3	CUNEIFORM SIGN GIR3
GI₆	𒈪	1.000	3	3	CUNEIFORM SIGN MI
sum	𒋧	1.000	3	3	CUNEIFORM SIGN SUM
engur	𒇉	1.000	3	3	CUNEIFORM SIGN LAGAB TIMES HAL
lap	𒆗	1.000	3	3	CUNEIFORM SIGN KAL
lu₄	𒈝	1.000	3	3	CUNEIFORM SIGN LUM
ŠAKIR	𒍀	1.000	3	3	CUNEIFORM SIGN URU TIMES GU
D+	𒀭	1.000	3	3	CUNEIFORM SIGN AN
ṣab	𒂟	1.000	3	3	CUNEIFORM SIGN ERIN2
dir₄	𒌁	1.000	3	3	CUNEIFORM SIGN TIR
tuku	𒌇	1.000	3	3	CUNEIFORM SIGN TUK
gub	𒁺	1.000	3	3	CUNEIFORM SIGN DU
Nu	𒉡	1.000	2	2	CUNEIFORM SIGN NU
Da	𒀸	0.500	1	2	CUNEIFORM SIGN ASH
Up	𒌒	1.000	2	2	CUNEIFORM SIGN UB
Pár	𒁇	1.000	2	2	CUNEIFORM SIGN BAR
Me	𒈨	1.000	2	2	CUNEIFORM SIGN ME
ḫaz	𒋻	1.000	2	2	CUNEIFORM SIGN TAR
an〉〉	▒	1.000	2	2	MEDIUM SHADE
ti₇	𒋼	1.000	2	2	CUNEIFORM SIGN TE
Kum	𒄣	1.000	2	2	CUNEIFORM SIGN GUM
EṢ	𒄑	1.000	2	2	CUNEIFORM SIGN GISH
za〈〈u〉〉	𒍝	1.000	2	2	CUNEIFORM SIGN ZA
kát	𒆐	1.000	2	2	CUNEIFORM SIGN KAD2
ša?	𒊭	1.000	2	2	CUNEIFORM SIGN SHA
〈ke〉	𒆠	1.000	2	2	CUNEIFORM SIGN KI
qi	𒆥	1.000	2	2	CUNEIFORM SIGN KIN
ta₅	𒌓	1.000	2	2	CUNEIFORM SIGN UD
14	𒌓	0.500	1	2	CUNEIFORM SIGN UD
20	𒌋	1.000	2	2	CUNEIFORM SIGN U
bit	𒂍	1.000	2	2	CUNEIFORM SIGN E2
du〉	𒁺	1.000	2	2	CUNEIFORM SIGN DU
àš	𒐋	1.000	2	2	CUNEIFORM NUMERIC SIGN SIX DISH
ìl	𒀭	1.000	2	2	CUNEIFORM SIGN AN
ia〉	𒅀	1.000	2	2	CUNEIFORM SIGN I A
〈KUR	𒆳	1.000	2	2	CUNEIFORM SIGN KUR
wa〉	𒉿	1.000	2	2	CUNEIFORM SIGN PI
QUT	𒋻	1.000	2	2	CUNEIFORM SIGN TAR
〈〈ta〉〉ta	𒋫	1.000	2	2	CUNEIFORM SIGN TA
〈Ú	𒌑	1.000	2	2	CUNEIFORM SIGN U2
〈ŠI〉	𒅆	1.000	2	2	CUNEIFORM SIGN IGI
ḫíš	𒍨	1.000	2	2	CUNEIFORM SIGN ZIG
qe	𒆥	1.000	2	2	CUNEIFORM SIGN KIN
šam	𒌑	1.000	2	2	CUNEIFORM SIGN U2
GAB	𒂃	1.000	2	2	CUNEIFORM SIGN DUH
PÉT	𒁁	1.000	2	2	CUNEIFORM SIGN BAD
gim	𒁶	1.000	2	2	CUNEIFORM SIGN DIM2
qì	𒄀	1.000	2	2	CUNEIFORM SIGN GI
a+	𒀀	1.000	2	2	CUNEIFORM SIGN A
ti₅	𒁁	1.000	2	2	CUNEIFORM SIGN BAD
KAD	𒃰	1.000	2	2	CUNEIFORM SIGN GAD
SAGI	𒋡	1.000	2	2	CUNEIFORM SIGN SILA3
x〉〉	𒀀	0.500	1	2	CUNEIFORM SIGN A
RÁ	𒁺	1.000	2	2	CUNEIFORM SIGN DU
MÉŠ	𒈨	1.000	2	2	CUNEIFORM SIGN ME
KEŠDA	𒂡	1.000	2	2	CUNEIFORM SIGN EZEN
KAN	𒃶	1.000	2	2	CUNEIFORM SIGN GAN
šag	𒊕	1.000	2	2	CUNEIFORM SIGN SAG
〈〈ŠI〉〉	𒌷	0.500	1	2	CUNEIFORM SIGN URU
〈tén〉	𒁷	1.000	2	2	CUNEIFORM SIGN DIN
〈〈du〉〉	𒃷	0.500	1	2	CUNEIFORM SIGN GAN2
an〈〈zi〉〉	𒀭	1.000	2	2	CUNEIFORM SIGN AN
〈GIDRU〉	𒉺	1.000	2	2	CUNEIFORM SIGN PA
〈〈ia〉〉	𒈪	0.500	1	2	CUNEIFORM SIGN MI
〈pé〉	𒁉	1.000	2	2	CUNEIFORM SIGN BI
〈ul〉	𒌌	1.000	2	2	CUNEIFORM SIGN U GUD
〈LÚ	𒇽	1.000	2	2	CUNEIFORM SIGN LU2
ED	𒀉	1.000	2	2	CUNEIFORM SIGN A2
DUP	𒁾	1.000	2	2	CUNEIFORM SIGN DUB
iu	𒅀	1.000	2	2	CUNEIFORM SIGN I A
gáb	𒆏	1.000	2	2	CUNEIFORM SIGN KAB
SÙ	𒋤	1.000	2	2	CUNEIFORM SIGN SUD
lamma	𒆗	1.000	2	2	CUNEIFORM SIGN KAL
bàn	𒌉	1.000	2	2	CUNEIFORM SIGN TUR
kù	𒆬	1.000	2	2	CUNEIFORM SIGN KU3
gašan	𒃽	1.000	2	2	CUNEIFORM SIGN GASHAN
NU₁₁	𒋓	1.000	2	2	CUNEIFORM SIGN SHIR
DUN	𒂄	1.000	2	2	CUNEIFORM SIGN DUN
DAL	𒊑	1.000	2	2	CUNEIFORM SIGN RI
NÚM	𒈝	1.000	2	2	CUNEIFORM SIGN LUM
RÚ	𒆕	0.500	1	2	CUNEIFORM SIGN KAK
kak	𒆕	1.000	2	2	CUNEIFORM SIGN KAK
DÚ	𒌅	1.000	2	2	CUNEIFORM SIGN TU
dím	𒁶	1.000	2	2	CUNEIFORM SIGN DIM2
ta₄	𒊭	0.500	1	2	CUNEIFORM SIGN SHA
kíd	𒋺	1.000	2	2	CUNEIFORM SIGN TAK4
áb	𒀖	1.000	2	2	CUNEIFORM SIGN AB2
DEN	𒁷	1.000	2	2	CUNEIFORM SIGN DIN
〈ut〉	𒌓	1.000	2	2	CUNEIFORM SIGN UD
num	𒉏	1.000	2	2	CUNEIFORM SIGN NIM
šàr	𒈗	1.000	2	2	CUNEIFORM SIGN LUGAL
at〉	𒀜	1.000	2	2	CUNEIFORM SIGN AD
š	𒄩	0.500	1	2	CUNEIFORM SIGN HA
SA₅	𒋛	0.500	1	2	CUNEIFORM SIGN SI
〈〈na	𒀉	0.500	1	2	CUNEIFORM SIGN A2
〈〈wa〉〉	𒉿	0.500	1	2	CUNEIFORM SIGN PI
Š	▒	0.500	1	2	MEDIUM SHADE
〈ut	𒌓	1.000	2	2	CUNEIFORM SIGN UD
tar〉	𒋻	1.000	2	2	CUNEIFORM SIGN TAR
šap	𒉺	1.000	2	2	CUNEIFORM SIGN PA
〈〈tum〉〉	𒅁	1.000	2	2	CUNEIFORM SIGN IB
ŠÙ	𒂠	1.000	2	2	CUNEIFORM SIGN ESH2
〈〈ḫa〉〉	𒍝	0.500	1	2	CUNEIFORM SIGN ZA
〈ip〉	𒅁	1.000	2	2	CUNEIFORM SIGN IB
er〉	𒅕	1.000	2	2	CUNEIFORM SIGN IR
aḫ〉	𒄴	1.000	2	2	CUNEIFORM SIGN HI TIMES NUN
UG	𒊌	1.000	2	2	CUNEIFORM SIGN PIRIG TIMES UD
ḪUP	𒄽	1.000	2	2	CUNEIFORM SIGN HUB2 TIMES UD
BÙR	𒌋	1.000	2	2	CUNEIFORM SIGN U
GE₇	𒂠	1.000	2	2	CUNEIFORM SIGN ESH2
Az	𒊍	1.000	2	2	CUNEIFORM SIGN PIRIG TIMES ZA
TÌ	𒁴	1.000	2	2	CUNEIFORM SIGN DIM
qám	𒄰	1.000	2	2	CUNEIFORM SIGN HI TIMES BAD
ší	𒋛	1.000	2	2	CUNEIFORM SIGN SI
〈UDU〉	𒇻	1.000	2	2	CUNEIFORM SIGN LU
NINDA〉	𒂟	0.500	1	2	CUNEIFORM SIGN ERIN2
RAŠ	𒆜	1.000	2	2	CUNEIFORM SIGN KASKAL
〈x〉	▒	1.000	2	2	MEDIUM SHADE
ma〈〈aš〉〉	𒈠	1.000	2	2	CUNEIFORM SIGN MA
〈ur〉	𒌨	1.000	2	2	CUNEIFORM SIGN UR
KALAM	𒌦	1.000	2	2	CUNEIFORM SIGN UN
ni〉	𒉌	1.000	2	2	CUNEIFORM SIGN NI
BIBRI	𒄾	1.000	2	2	CUNEIFORM SIGN HUL2
ri?	𒊑	1.000	2	2	CUNEIFORM SIGN RI
iš?	𒅖	1.000	2	2	CUNEIFORM SIGN ISH
〈AN〉	𒀭	1.000	2	2	CUNEIFORM SIGN AN
〈〈e〉〉	𒍣	0.500	1	2	CUNEIFORM SIGN ZI
II	𒅀	1.000	2	2	CUNEIFORM SIGN I A
Li	𒇷	1.000	2	2	CUNEIFORM SIGN LI
Il	𒅋	1.000	2	2	CUNEIFORM SIGN IL
šat	𒆳	1.000	2	2	CUNEIFORM SIGN KUR
LIM〉	𒅆	1.000	2	2	CUNEIFORM SIGN IGI
gít	𒁍	1.000	2	2	CUNEIFORM SIGN BU
〈DA〉	𒁕	1.000	2	2	CUNEIFORM SIGN DA
〉ḫa	𒀀	0.500	1	2	CUNEIFORM SIGN A
°	𒇽	0.500	1	2	CUNEIFORM SIGN LU2
40	𒉆	0.500	1	2	CUNEIFORM SIGN NAM
SANGA+	𒋃	1.000	2	2	CUNEIFORM SIGN SHID
SI₄	𒋜	1.000	2	2	CUNEIFORM SIGN SI GUNU
IRI₁₁	𒀔	1.000	2	2	CUNEIFORM SIGN AB TIMES U PLUS U PLUS U
GUD	𒄞	1.000	2	2	CUNEIFORM SIGN GUD
IDIM	𒁁	1.000	2	2	CUNEIFORM SIGN BAD
〈šar〉	𒊬	1.000	2	2	CUNEIFORM SIGN SAR
kaṣ	𒄤	1.000	2	2	CUNEIFORM SIGN GUM TIMES SHE
áp	𒀖	1.000	2	2	CUNEIFORM SIGN AB2
ár	𒌒	1.000	2	2	CUNEIFORM SIGN UB
GIN	𒁺	1.000	2	2	CUNEIFORM SIGN DU
TUK	𒌇	1.000	2	2	CUNEIFORM SIGN TUK
ša₁₀	𒊓	1.000	2	2	CUNEIFORM SIGN SA
RÍG	𒍮	1.000	2	2	CUNEIFORM SIGN ZUM
ḫaṣ	𒋻	1.000	2	2	CUNEIFORM SIGN TAR
úš	𒁁	1.000	2	2	CUNEIFORM SIGN BAD
ṭà	𒄭	1.000	2	2	CUNEIFORM SIGN HI
tár	𒁯	1.000	2	2	CUNEIFORM SIGN DAR
gaba	𒂃	1.000	2	2	CUNEIFORM SIGN DUH
〈〈TA〉〉	𒋫	1.000	2	2	CUNEIFORM SIGN TA
ŠAKAR	𒊬	1.000	2	2	CUNEIFORM SIGN SAR
kid	𒆤	1.000	2	2	CUNEIFORM SIGN KID
〈ḪI	𒄭	1.000	2	2	CUNEIFORM SIGN HI
A〉	𒀀	1.000	2	2	CUNEIFORM SIGN A
A?	𒀀	1.000	2	2	CUNEIFORM SIGN A
〈KI〉	𒆠	1.000	2	2	CUNEIFORM SIGN KI
NÌ	𒃻	1.000	2	2	CUNEIFORM SIGN GAR
〈É〉	𒂍	1.000	2	2	CUNEIFORM SIGN E2
UGU	𒌋	1.000	2	2	CUNEIFORM SIGN U
GIR	𒅆	0.500	1	2	CUNEIFORM SIGN IGI
ÚL	𒉡	1.000	2	2	CUNEIFORM SIGN NU
ZE	𒍣	1.000	2	2	CUNEIFORM SIGN ZI
EZEN	𒂡	1.000	2	2	CUNEIFORM SIGN EZEN
KUB	𒁺	1.000	2	2	CUNEIFORM SIGN DU
TIN	𒁷	1.000	2	2	CUNEIFORM SIGN DIN
ṬI	𒁲	1.000	2	2	CUNEIFORM SIGN DI
〈ZU₉〉	𒆉	1.000	2	2	CUNEIFORM SIGN KA TIMES UD
〈pal	𒁄	1.000	2	2	CUNEIFORM SIGN BAL
〈pu〉	𒁍	1.000	2	2	CUNEIFORM SIGN BU
na〈〈aš〉〉	𒈾	1.000	2	2	CUNEIFORM SIGN NA
〈NI〉	𒉌	1.000	2	2	CUNEIFORM SIGN NI
NIN	𒊩	0.500	1	2	CUNEIFORM SIGN SAL
〈ḫal〉	𒄬	1.000	2	2	CUNEIFORM SIGN HAL
〈NINDA〉	𒃻	1.000	2	2	CUNEIFORM SIGN GAR
d	𒀭	0.500	1	2	CUNEIFORM SIGN AN
〈〈ku〉〉	𒉿	0.500	1	2	CUNEIFORM SIGN PI
〈en〉	𒂗	1.000	2	2	CUNEIFORM SIGN EN
〈ŠU〉	𒋗	1.000	2	2	CUNEIFORM SIGN SHU
ma?	𒈠	1.000	2	2	CUNEIFORM SIGN MA
KÈ	𒀝	1.000	2	2	CUNEIFORM SIGN AK
〈〈pí〉〉	𒍝	0.500	1	2	CUNEIFORM SIGN ZA
eš?	𒌍	1.000	2	2	CUNEIFORM SIGN U U U
Ap	𒀊	1.000	2	2	CUNEIFORM SIGN AB
〈we〉	𒊄	1.000	2	2	CUNEIFORM SIGN PI TIMES E
bil	𒉈	1.000	2	2	CUNEIFORM SIGN NE
ra?	𒊏	1.000	2	2	CUNEIFORM SIGN RA
tuḫ	𒂃	1.000	2	2	CUNEIFORM SIGN DUH
áz	𒀾	1.000	2	2	CUNEIFORM SIGN ASH2
ip?	𒅁	1.000	2	2	CUNEIFORM SIGN IB
da!	𒁕	1.000	2	2	CUNEIFORM SIGN DA
R	𒌉	0.500	1	2	CUNEIFORM SIGN TUR
ṭi₄	𒋼	1.000	2	2	CUNEIFORM SIGN TE
pa!	𒉺	1.000	2	2	CUNEIFORM SIGN PA
ni?	𒉌	1.000	2	2	CUNEIFORM SIGN NI
ta?	𒋫	1.000	2	2	CUNEIFORM SIGN TA
za?	𒍝	1.000	2	2	CUNEIFORM SIGN ZA
a?	𒀀	1.000	2	2	CUNEIFORM SIGN A
da〉	𒁕	1.000	2	2	CUNEIFORM SIGN DA
KAK	𒆕	1.000	2	2	CUNEIFORM SIGN KAK
〈〈𒀹〉〉	𒂊	0.500	1	2	CUNEIFORM SIGN E
ì	𒉌	1.000	2	2	CUNEIFORM SIGN NI
utu	𒌓	1.000	2	2	CUNEIFORM SIGN UD
á	𒀉	1.000	2	2	CUNEIFORM SIGN A2
babbar	𒌓	1.000	2	2	CUNEIFORM SIGN UD
gi₆	𒈪	1.000	2	2	CUNEIFORM SIGN MI
ud₅	𒍚	1.000	2	2	CUNEIFORM SIGN UZ3
dùg	𒄭	1.000	2	2	CUNEIFORM SIGN HI
ASAR	𒍂	1.000	2	2	CUNEIFORM SIGN URU TIMES IGI
zù	𒍮	1.000	2	2	CUNEIFORM SIGN ZUM
kéš	𒂡	1.000	2	2	CUNEIFORM SIGN EZEN
SUḪUŠ	𒁼	1.000	2	2	CUNEIFORM SIGN DU GUNU
šìr	𒂡	1.000	2	2	CUNEIFORM SIGN EZEN
lip	𒈜	1.000	2	2	CUNEIFORM SIGN LUL
tìl	𒋾	1.000	2	2	CUNEIFORM SIGN TI
ḫúl	𒄾	1.000	2	2	CUNEIFORM SIGN HUL2
tu₆	𒅲	1.000	2	2	CUNEIFORM SIGN KA TIMES LI
du₁₁	𒅗	1.000	2	2	CUNEIFORM SIGN KA
šen	𒊿	1.000	2	2	CUNEIFORM SIGN SHEN
ŠEM	𒋆	1.000	2	2	CUNEIFORM SIGN SHIM
ALAN	𒀩	1.000	2	2	CUNEIFORM SIGN ALAN
túm	𒁺	1.000	2	2	CUNEIFORM SIGN DU
kám	𒆚	1.000	2	2	CUNEIFORM SIGN KAM2
UDUG	𒌜	1.000	2	2	CUNEIFORM SIGN UDUG
tùk	𒂁	1.000	2	2	CUNEIFORM SIGN DUG
šim	𒋆	1.000	2	2	CUNEIFORM SIGN SHIM
zà	𒍠	1.000	2	2	CUNEIFORM SIGN ZAG
KA×MI	𒅸	1.000	2	2	CUNEIFORM SIGN KA TIMES MI
Mur	𒄯	1.000	2	2	CUNEIFORM SIGN HI TIMES ASH2
áḫ	𒋀	1.000	2	2	CUNEIFORM SIGN SHESH
Gur	𒄥	1.000	1	1	CUNEIFORM SIGN GUR
mì〉	𒈨	1.000	1	1	CUNEIFORM SIGN ME
Pé	𒁉	1.000	1	1	CUNEIFORM SIGN BI
Aḫ	𒄴	1.000	1	1	CUNEIFORM SIGN HI TIMES NUN
:ú	?	1.000	1	1	QUESTION MARK
Tàš	𒀾	1.000	1	1	CUNEIFORM SIGN ASH2
Ik	𒅅	1.000	1	1	CUNEIFORM SIGN IG
Uk	𒊌	1.000	1	1	CUNEIFORM SIGN PIRIG TIMES UD
Le	𒇷	1.000	1	1	CUNEIFORM SIGN LI
〈〈ra	▒	1.000	1	1	MEDIUM SHADE
ru〉〉	▒	1.000	1	1	MEDIUM SHADE
pa〉〉	▒	1.000	1	1	MEDIUM SHADE
〈〈TÚG〉〉	▒	1.000	1	1	MEDIUM SHADE
z	▒	1.000	1	1	MEDIUM SHADE
AN?	𒀭	1.000	1	1	CUNEIFORM SIGN AN
nu〈〈mu〉〉	𒉡	1.000	1	1	CUNEIFORM SIGN NU
KÚ	𒅥	1.000	1	1	CUNEIFORM SIGN KA TIMES GAR
Ag	𒀝	1.000	1	1	CUNEIFORM SIGN AK
〈〈LUGAL〉〉	𒁁	1.000	1	1	CUNEIFORM SIGN BAD
kè	𒀝	1.000	1	1	CUNEIFORM SIGN AK
+〉	4	1.000	1	1	DIGIT FOUR
〈+	𒌋	1.000	1	1	CUNEIFORM SIGN U
mi〈	𒈪	1.000	1	1	CUNEIFORM SIGN MI
di₁₂	𒋼	1.000	1	1	CUNEIFORM SIGN TE
〈din〉	𒁷	1.000	1	1	CUNEIFORM SIGN DIN
be₆	𒉿	1.000	1	1	CUNEIFORM SIGN PI
lar	𒉺	1.000	1	1	CUNEIFORM SIGN PA
su₁₄	𒍮	1.000	1	1	CUNEIFORM SIGN ZUM
〈iṣ〉	𒄑	1.000	1	1	CUNEIFORM SIGN GISH
lib	𒈜	1.000	1	1	CUNEIFORM SIGN LUL
〈um〉	𒌝	1.000	1	1	CUNEIFORM SIGN UM
〈ED〉	𒀉	1.000	1	1	CUNEIFORM SIGN A2
GIS	𒄑	1.000	1	1	CUNEIFORM SIGN GISH
uš₁₁	𒅜	1.000	1	1	CUNEIFORM SIGN KA TIMES BAD
mí	𒊩	1.000	1	1	CUNEIFORM SIGN SAL
dí	𒄭	1.000	1	1	CUNEIFORM SIGN HI
〈TA〉	𒋫	1.000	1	1	CUNEIFORM SIGN TA
i〈〈wa〉〉	𒄿	1.000	1	1	CUNEIFORM SIGN I
〈ṬÙ	𒁺	1.000	1	1	CUNEIFORM SIGN DU
TUM〉	𒌈	1.000	1	1	CUNEIFORM SIGN TUM
〈ti	𒋾	1.000	1	1	CUNEIFORM SIGN TI
〈ri	𒊑	1.000	1	1	CUNEIFORM SIGN RI
gad	𒃰	1.000	1	1	CUNEIFORM SIGN GAD
e〈〈e〉〉	𒂊	1.000	1	1	CUNEIFORM SIGN E
GA〈〈ḪI〉〉	𒂵	1.000	1	1	CUNEIFORM SIGN GA
〈GAL〉	𒃲	1.000	1	1	CUNEIFORM SIGN GAL
DE₄	𒋼	1.000	1	1	CUNEIFORM SIGN TE
ḪI〉	𒄭	1.000	1	1	CUNEIFORM SIGN HI
〈〈i〉〉i	𒄿	1.000	1	1	CUNEIFORM SIGN I
ta〈〈aš〉〉	𒋫	1.000	1	1	CUNEIFORM SIGN TA
〈aḫ	𒄴	1.000	1	1	CUNEIFORM SIGN HI TIMES NUN
kán〈〈aš〉〉	𒃷	1.000	1	1	CUNEIFORM SIGN GAN2
〈ket₉〉	𒃰	1.000	1	1	CUNEIFORM SIGN GAD
wa〈〈kán〉〉	𒉿	1.000	1	1	CUNEIFORM SIGN PI
〈ak〉	𒀝	1.000	1	1	CUNEIFORM SIGN AK
〈EL〉	𒂖	1.000	1	1	CUNEIFORM SIGN EL
TÁQ	𒁖	1.000	1	1	CUNEIFORM SIGN DAG
ua	𒇇	1.000	1	1	CUNEIFORM SIGN LAGAB TIMES GUD PLUS GUD
〈〈še〉〉	𒌍	1.000	1	1	CUNEIFORM SIGN U U U
sìla	𒋡	1.000	1	1	CUNEIFORM SIGN SILA3
šun	𒊿	1.000	1	1	CUNEIFORM SIGN SHEN
laq	𒋃	1.000	1	1	CUNEIFORM SIGN SHID
〈ṣa〉	𒍝	1.000	1	1	CUNEIFORM SIGN ZA
zí	𒍢	1.000	1	1	CUNEIFORM SIGN ZE2
pab	𒉽	1.000	1	1	CUNEIFORM SIGN PAP
a〈〈aš〉〉	𒀀	1.000	1	1	CUNEIFORM SIGN A
ma〈〈za〉〉	𒈠	1.000	1	1	CUNEIFORM SIGN MA
〈〈in〉〉	𒅆	1.000	1	1	CUNEIFORM SIGN IGI
a〈〈in〉〉	𒀀	1.000	1	1	CUNEIFORM SIGN A
〈〈URU〉〉	𒉺	1.000	1	1	CUNEIFORM SIGN PA
ŠAP	𒅁	1.000	1	1	CUNEIFORM SIGN IB
wa〈〈pí〉〉	𒉿	1.000	1	1	CUNEIFORM SIGN PI
〈GÀR〉	𒃼	1.000	1	1	CUNEIFORM SIGN GAR3
in?	𒅔	1.000	1	1	CUNEIFORM SIGN IN
gaš	𒁉	1.000	1	1	CUNEIFORM SIGN BI
〈ŠEŠ〉	𒋀	1.000	1	1	CUNEIFORM SIGN SHESH
te〈〈et〉〉	𒋼	1.000	1	1	CUNEIFORM SIGN TE
TÍ	𒄭	1.000	1	1	CUNEIFORM SIGN HI
ÌD	𒇉	1.000	1	1	CUNEIFORM SIGN LAGAB TIMES HAL
ṬU	𒂆	1.000	1	1	CUNEIFORM SIGN DUN3 GUNU
qum	𒄣	1.000	1	1	CUNEIFORM SIGN GUM
QIR	𒄫	1.000	1	1	CUNEIFORM SIGN HA GUNU
IL?	𒅋	1.000	1	1	CUNEIFORM SIGN IL
gum	𒄣	1.000	1	1	CUNEIFORM SIGN GUM
〈〈KI〉〉	𒆠	1.000	1	1	CUNEIFORM SIGN KI
KISLAḪ	𒌓	1.000	1	1	CUNEIFORM SIGN UD
+4	𒐼	1.000	1	1	CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU
+5	𒐊	1.000	1	1	CUNEIFORM NUMERIC SIGN FIVE DISH
〈NA〉	𒈾	1.000	1	1	CUNEIFORM SIGN NA
〈〈ar	𒊏	1.000	1	1	CUNEIFORM SIGN RA
ḫa〉〉	𒀭	1.000	1	1	CUNEIFORM SIGN AN
〈DUMU〉	𒌉	1.000	1	1	CUNEIFORM SIGN TUR
60	6	1.000	1	1	DIGIT SIX
+7	𒐌	1.000	1	1	CUNEIFORM NUMERIC SIGN SEVEN DISH
ḪAŠ	𒌋	1.000	1	1	CUNEIFORM SIGN U
MAN	𒌋	1.000	1	1	CUNEIFORM SIGN U
pirₓ	𒁇	1.000	1	1	CUNEIFORM SIGN BAR
SU₆	𒅾	1.000	1	1	CUNEIFORM SIGN KA TIMES SA
GÁM	𒄰	1.000	1	1	CUNEIFORM SIGN HI TIMES BAD
ši〈〈ki〉〉	𒅆	1.000	1	1	CUNEIFORM SIGN IGI
〈〈20〉〉	▒	1.000	1	1	MEDIUM SHADE
kizₓ	𒄤	1.000	1	1	CUNEIFORM SIGN GUM TIMES SHE
〈4〉	𒐼	1.000	1	1	CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU
ŠE〉	𒊺	1.000	1	1	CUNEIFORM SIGN SHE
